股票代码,股票名称,所属行业
002365,永安药业,医药生物
300642,透景生命,医药生物
300705,九典制药,医药生物
300583,赛托生物,医药生物
600080,金花股份,医药生物
600332,白云山,医药生物
688553,汇宇制药-W,医药生物
688426,康为世纪,医药生物
002223,鱼跃医疗,医药生物
688389,普门科技,医药生物
300110,华仁药业,医药生物
300573,兴齐眼药,医药生物
600807,济高发展,医药生物
300639,凯普生物,医药生物
688443,智翔金泰-U,医药生物
920566,梓橦宫,医药生物
301166,优宁维,医药生物
300529,健帆生物,医药生物
603439,三力制药,医药生物
301301,川宁生物,医药生物
300702,天宇股份,医药生物
688105,诺唯赞,医药生物
601089,福元医药,医药生物
688578,艾力斯,医药生物
300194,福安药业,医药生物
688212,澳华内镜,医药生物
301509,金凯生科,医药生物
688185,康希诺,医药生物
688217,睿昂基因,医药生物
688197,首药控股-U,医药生物
301047,义翘神州,医药生物
300006,莱美药业,医药生物
688606,奥泰生物,医药生物
300463,迈克生物,医药生物
600739,辽宁成大,医药生物
300039,上海凯宝,医药生物
002030,达安基因,医药生物
301211,亨迪药业,医药生物
300294,博雅生物,医药生物
301111,粤万年青,医药生物
002019,亿帆医药,医药生物
300381,溢多利,医药生物
200028,一致Ｂ,医药生物
600789,鲁抗医药,医药生物
000661,长春高新,医药生物
300439,美康生物,医药生物
301393,昊帆生物,医药生物
600645,中源协和,医药生物
688765,禾元生物-U,医药生物
300396,迪瑞医疗,医药生物
688366,昊海生科,医药生物
300869,康泰医学,医药生物
600587,新华医疗,医药生物
920344,三元基因,医药生物
900943,开开Ｂ股,医药生物
603880,南卫股份,医药生物
300653,正海生物,医药生物
300086,康芝药业,医药生物
002923,润都股份,医药生物
002102,能特科技,医药生物
002086,东方海洋,医药生物
000516,国际医学,医药生物
301087,可孚医疗,医药生物
600436,片仔癀,医药生物
002422,科伦药业,医药生物
300347,泰格医药,医药生物
301065,本立科技,医药生物
605369,拱东医疗,医药生物
920670,数字人,医药生物
301089,拓新药业,医药生物
300401,花园生物,医药生物
688617,惠泰医疗,医药生物
600529,山东药玻,医药生物
688029,南微医学,医药生物
600222,太龙药业,医药生物
600763,通策医疗,医药生物
301363,美好医疗,医药生物
300158,振东制药,医药生物
002252,上海莱士,医药生物
301602,超研股份,医药生物
002742,*ST三圣,医药生物
688276,百克生物,医药生物
301096,百诚医药,医药生物
688566,吉贝尔,医药生物
603811,诚意药业,医药生物
000590,古汉医药,医药生物
688298,东方生物,医药生物
688253,英诺特,医药生物
603392,万泰生物,医药生物
600329,达仁堂,医药生物
002826,易明医药,医药生物
688114,华大智造,医药生物
688302,海创药业-U,医药生物
300171,东富龙,医药生物
688656,浩欧博,医药生物
301122,采纳股份,医药生物
000403,派林生物,医药生物
603259,药明康德,医药生物
688576,西山科技,医药生物
688321,微芯生物,医药生物
920050,爱舍伦,医药生物
600085,同仁堂,医药生物
600624,ST复华,医药生物
301126,达嘉维康,医药生物
301257,普蕊斯,医药生物
603998,方盛制药,医药生物
300942,易瑞生物,医药生物
688192,迪哲医药-U,医药生物
688520,神州细胞,医药生物
688075,安旭生物,医药生物
688271,联影医疗,医药生物
920367,新赣江,医药生物
600993,马应龙,医药生物
603014,威高血净,医药生物
300753,爱朋医疗,医药生物
000915,华特达因,医药生物
688520,神州细胞,医药生物
688580,伟思医疗,医药生物
900904,神奇B股,医药生物
688050,爱博医疗,医药生物
688073,毕得医药,医药生物
688317,之江生物,医药生物
688488,艾迪药业,医药生物
920946,森萱医药,医药生物
301235,华康洁净,医药生物
301075,多瑞医药,医药生物
688193,仁度生物,医药生物
002880,卫光生物,医药生物
301580,爱迪特,医药生物
688176,亚虹医药-U,医药生物
002581,ST未名,医药生物
301367,瑞迈特,医药生物
300255,常山药业,医药生物
900917,海欣Ｂ股,医药生物
920478,峆一药业,医药生物
300147,ST香雪,医药生物
300482,万孚生物,医药生物
300406,九强生物,医药生物
300206,理邦仪器,医药生物
002872,ST天圣,医药生物
920433,大唐药业,医药生物
688805,健信超导,医药生物
688658,悦康药业,医药生物
688581,安杰思,医药生物
301507,民生健康,医药生物
300314,戴维医疗,医药生物
603229,奥翔药业,医药生物
688602,康鹏科技,医药生物
688013,天臣医疗,医药生物
688575,亚辉龙,医药生物
603309,维力医疗,医药生物
688076,ST诺泰,医药生物
603139,康惠股份,医药生物
300233,金城医药,医药生物
688236,春立医疗,医药生物
600272,开开实业,医药生物
600568,ST中珠,医药生物
600535,天士力,医药生物
300595,欧普康视,医药生物
920504,博迅生物,医药生物
688767,博拓生物,医药生物
688046,药康生物,医药生物
603520,司太立,医药生物
600671,天目药业,医药生物
920925,锦好医疗,医药生物
688289,圣湘生物,医药生物
301033,迈普医学,医药生物
688137,近岸蛋白,医药生物
300238,冠昊生物,医药生物
002898,*ST赛隆,医药生物
688131,皓元医药,医药生物
920180,爱得科技,医药生物
301293,三博脑科,医药生物
002099,海翔药业,医药生物
920278,鹿得医疗,医药生物
300239,东宝生物,医药生物
002693,*ST双成,医药生物
688613,奥精医疗,医药生物
688712,北芯生命-U,医药生物
002932,明德生物,医药生物
688177,百奥泰,医药生物
600851,海欣股份,医药生物
688108,赛诺医疗,医药生物
920575,康乐卫士,医药生物
688273,麦澜德,医药生物
688399,硕世生物,医药生物
920266,生物谷,医药生物
688151,华强科技,医药生物
688277,天智航-U,医药生物
688670,金迪克,医药生物
688506,百利天恒,医药生物
688301,奕瑞科技,医药生物
688319,欧林生物,医药生物
688382,益方生物-U,医药生物
920300,辰光医疗,医药生物
688161,威高骨科,医药生物
920009,丹娜生物,医药生物
920547,无锡晶海,医药生物
920230,欧康医药,医药生物
688067,爱威科技,医药生物
300111,向日葵,医药生物
688293,奥浦迈,医药生物
002219,新里程,医药生物
300436,广生堂,医药生物
920992,中科美菱,医药生物
301188,力诺药包,医药生物
688266,泽璟制药-U,医药生物
688278,特宝生物,医药生物
301234,五洲医疗,医药生物
920166,海圣医疗,医药生物
605507,国邦医药,医药生物
000534,万泽股份,医药生物
688410,山外山,医药生物
301281,科源制药,医药生物
688759,必贝特-U,医药生物
688068,热景生物,医药生物
920069,普昂医疗,医药生物
301008,宏昌科技,家电零部件Ⅲ
301280,珠城科技,家电零部件Ⅲ
300342,天银机电,家电零部件Ⅲ
603075,热威股份,家电零部件Ⅲ
603311,金海高科,家电零部件Ⅲ
920108,宏海科技,家电零部件Ⅲ
002418,康盛股份,家电零部件Ⅲ
002860,星帅尔,家电零部件Ⅲ
301252,同星科技,家电零部件Ⅲ
603519,立霸股份,家电零部件Ⅲ
000404,长虹华意,家电零部件Ⅲ
002676,顺威股份,家电零部件Ⅲ
300279,和晶科技,家电零部件Ⅲ
601956,东贝集团,家电零部件Ⅲ
002420,毅昌科技,家电零部件Ⅲ
301135,瑞德智能,家电零部件Ⅲ
600619,海立股份,家电零部件Ⅲ
300403,汉宇集团,家电零部件Ⅲ
002290,禾盛新材,家电零部件Ⅲ
603677,奇精机械,家电零部件Ⅲ
002050,三花智控,家电零部件Ⅲ
003028,振邦智能,家电零部件Ⅲ
002402,和而泰,家电零部件Ⅲ
603726,朗迪集团,家电零部件Ⅲ
002011,盾安环境,家电零部件Ⅲ
920699,海达尔,家电零部件Ⅲ
603112,华翔股份,家电零部件Ⅲ
603657,春光科技,家电零部件Ⅲ
603578,三星新材,家电零部件Ⅲ
300217,东方电热,家电零部件Ⅲ
001268,联合精密,家电零部件Ⅲ
900910,海立Ｂ股,家电零部件Ⅲ
920718,合肥高科,家电零部件Ⅲ
300543,朗科智能,家电零部件Ⅲ
920768,拾比佰,家电零部件Ⅲ
300160,秀强股份,家电零部件Ⅲ
301008,宏昌科技,家电零部件Ⅱ
301280,珠城科技,家电零部件Ⅱ
300342,天银机电,家电零部件Ⅱ
603075,热威股份,家电零部件Ⅱ
603311,金海高科,家电零部件Ⅱ
920108,宏海科技,家电零部件Ⅱ
002418,康盛股份,家电零部件Ⅱ
002860,星帅尔,家电零部件Ⅱ
301252,同星科技,家电零部件Ⅱ
603519,立霸股份,家电零部件Ⅱ
000404,长虹华意,家电零部件Ⅱ
002676,顺威股份,家电零部件Ⅱ
300279,和晶科技,家电零部件Ⅱ
601956,东贝集团,家电零部件Ⅱ
002420,毅昌科技,家电零部件Ⅱ
301135,瑞德智能,家电零部件Ⅱ
600619,海立股份,家电零部件Ⅱ
300403,汉宇集团,家电零部件Ⅱ
002290,禾盛新材,家电零部件Ⅱ
603677,奇精机械,家电零部件Ⅱ
002050,三花智控,家电零部件Ⅱ
003028,振邦智能,家电零部件Ⅱ
002402,和而泰,家电零部件Ⅱ
603726,朗迪集团,家电零部件Ⅱ
002011,盾安环境,家电零部件Ⅱ
920699,海达尔,家电零部件Ⅱ
603112,华翔股份,家电零部件Ⅱ
603657,春光科技,家电零部件Ⅱ
603578,三星新材,家电零部件Ⅱ
300217,东方电热,家电零部件Ⅱ
001268,联合精密,家电零部件Ⅱ
900910,海立Ｂ股,家电零部件Ⅱ
920718,合肥高科,家电零部件Ⅱ
300543,朗科智能,家电零部件Ⅱ
920768,拾比佰,家电零部件Ⅱ
300160,秀强股份,家电零部件Ⅱ
300900,广联航空,航空装备Ⅲ
603261,*ST立航,航空装备Ⅲ
605123,派克新材,航空装备Ⅲ
600038,中直股份,航空装备Ⅲ
688708,佳驰科技,航空装备Ⅲ
300395,菲利华,航空装备Ⅲ
300775,三角防务,航空装备Ⅲ
002985,北摩高科,航空装备Ⅲ
600316,洪都航空,航空装备Ⅲ
688586,江航装备,航空装备Ⅲ
002389,航天彩虹,航空装备Ⅲ
002111,威海广泰,航空装备Ⅲ
000561,烽火电子,航空装备Ⅲ
000738,航发控制,航空装备Ⅲ
600893,航发动力,航空装备Ⅲ
600760,中航沈飞,航空装备Ⅲ
688510,航亚科技,航空装备Ⅲ
002297,博云新材,航空装备Ⅲ
920006,晟楠科技,航空装备Ⅲ
002651,利君股份,航空装备Ⅲ
688239,航宇科技,航空装备Ⅲ
000768,中航西飞,航空装备Ⅲ
300581,晨曦航空,航空装备Ⅲ
688070,纵横股份,航空装备Ⅲ
688281,华秦科技,航空装备Ⅲ
300699,光威复材,航空装备Ⅲ
688297,中无人机,航空装备Ⅲ
300719,安达维尔,航空装备Ⅲ
300965,恒宇信通,航空装备Ⅲ
002933,新兴装备,航空装备Ⅲ
300424,航新科技,航空装备Ⅲ
688237,超卓航科,航空装备Ⅲ
300034,钢研高纳,航空装备Ⅲ
002625,光启技术,航空装备Ⅲ
600765,中航重机,航空装备Ⅲ
300777,中简科技,航空装备Ⅲ
600391,航发科技,航空装备Ⅲ
920642,通易航天,航空装备Ⅲ
300696,爱乐达,航空装备Ⅲ
600372,中航机载,航空装备Ⅲ
301586,佳力奇,航空装备Ⅲ
002023,海特高新,航空装备Ⅲ
000697,ST炼石,航空装备Ⅲ
600862,中航高科,航空装备Ⅲ
688563,航材股份,航空装备Ⅲ
688122,西部超导,航空装备Ⅲ
688685,迈信林,航空装备Ⅲ
688287,*ST观典,航空装备Ⅲ
300900,广联航空,航空装备Ⅱ
603261,*ST立航,航空装备Ⅱ
605123,派克新材,航空装备Ⅱ
600038,中直股份,航空装备Ⅱ
688708,佳驰科技,航空装备Ⅱ
300395,菲利华,航空装备Ⅱ
300775,三角防务,航空装备Ⅱ
002985,北摩高科,航空装备Ⅱ
600316,洪都航空,航空装备Ⅱ
688586,江航装备,航空装备Ⅱ
002389,航天彩虹,航空装备Ⅱ
002111,威海广泰,航空装备Ⅱ
000738,航发控制,航空装备Ⅱ
000561,烽火电子,航空装备Ⅱ
600893,航发动力,航空装备Ⅱ
600760,中航沈飞,航空装备Ⅱ
688510,航亚科技,航空装备Ⅱ
002297,博云新材,航空装备Ⅱ
920006,晟楠科技,航空装备Ⅱ
002651,利君股份,航空装备Ⅱ
688239,航宇科技,航空装备Ⅱ
000768,中航西飞,航空装备Ⅱ
300581,晨曦航空,航空装备Ⅱ
688070,纵横股份,航空装备Ⅱ
688281,华秦科技,航空装备Ⅱ
300699,光威复材,航空装备Ⅱ
688297,中无人机,航空装备Ⅱ
300719,安达维尔,航空装备Ⅱ
300965,恒宇信通,航空装备Ⅱ
002933,新兴装备,航空装备Ⅱ
300424,航新科技,航空装备Ⅱ
688237,超卓航科,航空装备Ⅱ
300034,钢研高纳,航空装备Ⅱ
002625,光启技术,航空装备Ⅱ
600765,中航重机,航空装备Ⅱ
300777,中简科技,航空装备Ⅱ
600391,航发科技,航空装备Ⅱ
920642,通易航天,航空装备Ⅱ
300696,爱乐达,航空装备Ⅱ
600372,中航机载,航空装备Ⅱ
301586,佳力奇,航空装备Ⅱ
002023,海特高新,航空装备Ⅱ
000697,ST炼石,航空装备Ⅱ
600862,中航高科,航空装备Ⅱ
688563,航材股份,航空装备Ⅱ
688122,西部超导,航空装备Ⅱ
688685,迈信林,航空装备Ⅱ
688287,*ST观典,航空装备Ⅱ
002385,大北农,畜禽饲料
000702,正虹科技,畜禽饲料
001366,播恩集团,畜禽饲料
002567,唐人神,畜禽饲料
603609,禾丰股份,畜禽饲料
002100,天康生物,畜禽饲料
002548,金新农,畜禽饲料
603363,傲农生物,畜禽饲料
603151,邦基科技,畜禽饲料
300426,华智数媒,影视动漫制作
300027,华谊兄弟,影视动漫制作
000892,欢瑞世纪,影视动漫制作
600977,中国电影,影视动漫制作
002343,慈文传媒,影视动漫制作
001330,博纳影业,影视动漫制作
600088,中视传媒,影视动漫制作
300182,捷成股份,影视动漫制作
300291,百纳千成,影视动漫制作
601595,上海电影,影视动漫制作
300251,光线传媒,影视动漫制作
300133,华策影视,影视动漫制作
000802,北京文化,影视动漫制作
603721,*ST天择,影视动漫制作
300244,迪安诊断,诊断服务
603882,金域医学,诊断服务
300676,华大基因,诊断服务
000710,贝瑞基因,诊断服务
301060,兰卫医学,诊断服务
300952,恒辉安防,鞋帽及其他
603557,ST起步,鞋帽及其他
603001,奥康国际,鞋帽及其他
603908,牧高笛,鞋帽及其他
603116,红蜻蜓,鞋帽及其他
603307,扬州金泉,鞋帽及其他
603665,康隆达,鞋帽及其他
300591,万里马,鞋帽及其他
603958,哈森股份,鞋帽及其他
300577,开润股份,鞋帽及其他
603608,天创时尚,鞋帽及其他
002181,粤 传 媒,大众出版
601999,出版传媒,大众出版
000793,*ST华闻,大众出版
000719,中原传媒,大众出版
601949,中国出版,大众出版
301025,读客文化,大众出版
601801,皖新传媒,大众出版
600229,城市传媒,大众出版
601858,中国科传,大众出版
600551,时代出版,大众出版
600373,中文传媒,大众出版
603096,新经典,大众出版
603999,读者传媒,大众出版
600825,新华传媒,大众出版
603230,内蒙新华,大众出版
301231,荣信文化,大众出版
300788,中信出版,大众出版
301052,果麦文化,大众出版
601339,百隆东方,棉纺
600493,凤竹纺织,棉纺
603558,健盛集团,棉纺
002083,孚日股份,棉纺
002042,华孚时尚,棉纺
000726,鲁  泰Ａ,棉纺
000850,华茂股份,棉纺
200726,鲁  泰Ｂ,棉纺
002394,联发股份,棉纺
601155,新城控股,商业地产
600007,中国国贸,商业地产
002305,*ST南置,商业地产
600663,陆家嘴,商业地产
000031,大悦城,商业地产
900939,汇丽B,商业地产
600239,云南城投,商业地产
001979,招商蛇口,商业地产
000608,*ST阳光,商业地产
000402,金 融 街,商业地产
900932,陆家Ｂ股,商业地产
000069,华侨城Ａ,商业地产
000659,珠海中富,塑料包装
003018,金富科技,塑料包装
002014,永新股份,塑料包装
301198,喜悦智行,塑料包装
002735,王子新材,塑料包装
600210,紫江企业,塑料包装
920204,沪江材料,塑料包装
920274,宏裕包材,塑料包装
000048,京基智农,生猪养殖
605296,神农集团,生猪养殖
600975,新五丰,生猪养殖
000876,新 希 望,生猪养殖
002124,天邦食品,生猪养殖
300498,温氏股份,生猪养殖
001201,东瑞股份,生猪养殖
000735,罗 牛 山,生猪养殖
002157,正邦科技,生猪养殖
603477,巨星农牧,生猪养殖
002714,牧原股份,生猪养殖
301239,普瑞眼科,医院
300143,盈康生命,医院
002173,创新医疗,医院
301103,何氏眼科,医院
002044,美年健康,医院
002172,澳洋健康,医院
300015,爱尔眼科,医院
301267,华厦眼科,医院
002524,光正眼科,医院
002622,皓宸医疗,医院
600763,通策医疗,医院
000516,国际医学,医院
600568,ST中珠,医院
301293,三博脑科,医院
002219,新里程,医院
688336,三生国健,生物制品
600867,通化东宝,生物制品
688331,荣昌生物,生物制品
688136,科兴制药,生物制品
688117,圣诺生物,生物制品
688163,赛伦生物,生物制品
002773,康弘药业,生物制品
300142,沃森生物,生物制品
920047,诺思兰德,生物制品
301207,华兰疫苗,生物制品
688180,君实生物-U,生物制品
300357,我武生物,生物制品
603590,康辰药业,生物制品
603087,甘李药业,生物制品
300485,赛升药业,生物制品
300009,安科生物,生物制品
300601,康泰生物,生物制品
600161,天坛生物,生物制品
600211,西藏药业,生物制品
688739,成大生物,生物制品
301080,百普赛斯,生物制品
002007,华兰生物,生物制品
000518,*ST四环,生物制品
300841,康华生物,生物制品
688687,凯因科技,生物制品
300318,博晖创新,生物制品
688105,诺唯赞,生物制品
300122,智飞生物,生物制品
688443,智翔金泰-U,生物制品
301166,优宁维,生物制品
688185,康希诺,生物制品
301047,义翘神州,生物制品
600739,辽宁成大,生物制品
300294,博雅生物,生物制品
600645,中源协和,生物制品
000661,长春高新,生物制品
301393,昊帆生物,生物制品
688765,禾元生物-U,生物制品
920344,三元基因,生物制品
688276,百克生物,生物制品
603392,万泰生物,生物制品
002252,上海莱士,生物制品
000403,派林生物,生物制品
002880,卫光生物,生物制品
688488,艾迪药业,生物制品
688520,神州细胞,生物制品
002581,ST未名,生物制品
688137,近岸蛋白,生物制品
300239,东宝生物,生物制品
688177,百奥泰,生物制品
920575,康乐卫士,生物制品
688670,金迪克,生物制品
688506,百利天恒,生物制品
688319,欧林生物,生物制品
920547,无锡晶海,生物制品
688293,奥浦迈,生物制品
688278,特宝生物,生物制品
000534,万泽股份,生物制品
301232,飞沃科技,风电设备
300129,泰胜风能,风电设备
300772,运达股份,风电设备
002531,天顺风能,风电设备
301456,盘古智能,风电设备
603507,振江股份,风电设备
301557,常友科技,风电设备
600072,中船科技,风电设备
002202,金风科技,风电设备
603985,恒润股份,风电设备
300443,金雷股份,风电设备
603218,日月股份,风电设备
301040,中环海陆,风电设备
300904,威力传动,风电设备
301163,宏德股份,风电设备
300569,天能重工,风电设备
002487,大金重工,风电设备
601615,明阳智能,风电设备
603092,德力佳,风电设备
688349,三一重能,风电设备
688660,电气风电,风电设备
300850,新强联,风电设备
300690,双一科技,风电设备
603248,锡华科技,风电设备
601026,道生天合,风电设备
000809,和展能源,风电设备
301155,海力风电,风电设备
300185,通裕重工,风电设备
603063,禾望电气,风电设备
601218,吉鑫科技,风电设备
600539,狮头股份,互联网电商
002024,ST易购,互联网电商
002315,焦点科技,互联网电商
300792,壹网壹创,互联网电商
002127,南极电商,互联网电商
002640,跨境通,互联网电商
301381,赛维时代,互联网电商
002803,吉宏股份,互联网电商
300518,新迅达,互联网电商
301001,凯淳股份,互联网电商
003010,若羽臣,互联网电商
301558,三态股份,互联网电商
603613,国联股份,互联网电商
605136,丽人丽妆,互联网电商
300592,华凯易佰,互联网电商
301110,青木科技,互联网电商
600365,ST通葡,互联网电商
300464,星徽股份,互联网电商
002181,粤 传 媒,出版
601999,出版传媒,出版
000793,*ST华闻,出版
601019,山东出版,出版
300654,世纪天鸿,出版
000719,中原传媒,出版
601921,浙版传媒,出版
601949,中国出版,出版
601900,南方传媒,出版
601801,皖新传媒,出版
301025,读客文化,出版
601098,中南传媒,出版
601811,新华文轩,出版
600229,城市传媒,出版
601858,中国科传,出版
600551,时代出版,出版
600373,中文传媒,出版
603999,读者传媒,出版
603096,新经典,出版
600825,新华传媒,出版
603230,内蒙新华,出版
600757,长江传媒,出版
605577,龙版传媒,出版
601928,凤凰传媒,出版
301231,荣信文化,出版
300148,天舟文化,出版
300788,中信出版,出版
301052,果麦文化,出版
603668,天马科技,水产饲料
002696,百洋股份,水产饲料
001313,粤海饲料,水产饲料
002311,海大集团,水产饲料
603256,宏和科技,建筑材料
301526,国际复材,建筑材料
605006,山东玻纤,建筑材料
603737,三棵树,建筑材料
600801,华新建材,建筑材料
000786,北新建材,建筑材料
603038,华立股份,建筑材料
600802,福建水泥,建筑材料
000672,上峰水泥,建筑材料
300196,长海股份,建筑材料
002201,九鼎新材,建筑材料
002372,伟星新材,建筑材料
002080,中材科技,建筑材料
002302,西部建设,建筑材料
002043,兔 宝 宝,建筑材料
002205,国统股份,建筑材料
002233,塔牌集团,建筑材料
601636,旗滨集团,建筑材料
601992,金隅集团,建筑材料
603856,东宏股份,建筑材料
000877,天山股份,建筑材料
688119,中钢洛耐,建筑材料
002694,顾地科技,建筑材料
600668,尖峰集团,建筑材料
301429,森泰股份,建筑材料
002398,垒知集团,建筑材料
002671,龙泉股份,建筑材料
300715,凯伦股份,建筑材料
603916,苏博特,建筑材料
000401,金隅冀东,建筑材料
600585,海螺水泥,建筑材料
600176,中国巨石,建筑材料
002392,北京利尔,建筑材料
002785,万里石,建筑材料
600326,西藏天路,建筑材料
002641,公元股份,建筑材料
003037,三和管桩,建筑材料
002247,聚力文化,建筑材料
002088,鲁阳节能,建筑材料
605122,四方新材,建筑材料
603378,亚士创能,建筑材料
600425,青松建化,建筑材料
300599,雄塑科技,建筑材料
002457,青龙管业,建筑材料
001212,中旗新材,建筑材料
000055,方大集团,建筑材料
002066,瑞泰科技,建筑材料
600819,耀皮玻璃,建筑材料
002333,罗普斯金,建筑材料
301010,晶雪节能,建筑材料
002596,海南瑞泽,建筑材料
002225,濮耐股份,建筑材料
000012,南  玻Ａ,建筑材料
000619,海螺新材,建筑材料
002271,东方雨虹,建筑材料
900918,耀皮Ｂ股,建筑材料
601112,振石股份,建筑材料
200012,南  玻Ｂ,建筑材料
600449,宁夏建材,建筑材料
603616,韩建河山,建筑材料
002613,北玻股份,建筑材料
002652,扬子新材,建筑材料
000789,万年青,建筑材料
920076,国亮新材,建筑材料
600293,三峡新材,建筑材料
920580,科创新材,建筑材料
920792,东和新材,建筑材料
300198,ST纳川,建筑材料
300737,科顺股份,建筑材料
600876,凯盛新能,建筑材料
200055,方大Ｂ,建筑材料
002791,坚朗五金,建筑材料
605318,法狮龙,建筑材料
600586,金晶科技,建筑材料
300234,开尔新材,建筑材料
600678,四川金顶,建筑材料
002718,友邦吊顶,建筑材料
603527,众源新材,铜
601212,白银有色,铜
600490,鹏欣资源,铜
002171,楚江新材,铜
300697,电工合金,铜
000737,北方铜业,铜
601899,紫金矿业,铜
002295,精艺股份,铜
000630,铜陵有色,铜
601168,西部矿业,铜
601609,金田股份,铜
600362,江西铜业,铜
600711,盛屯矿业,铜
000878,云南铜业,铜
603979,金诚信,铜
603993,洛阳钼业,铜
002203,海亮股份,铜
600315,上海家化,品牌化妆品
600223,福瑞达,品牌化妆品
603605,珀莱雅,品牌化妆品
603630,拉芳家化,品牌化妆品
603983,丸美生物,品牌化妆品
301371,敷尔佳,品牌化妆品
300740,水羊股份,品牌化妆品
300957,贝泰妮,品牌化妆品
600506,统一股份,炼油化工
601857,中国石油,炼油化工
600346,恒力石化,炼油化工
000301,东方盛虹,炼油化工
600028,中国石化,炼油化工
002493,荣盛石化,炼油化工
000698,ST沈化,炼油化工
600688,上海石化,炼油化工
000703,恒逸石化,炼油化工
000059,华锦股份,炼油化工
688308,欧科亿,金属制品
688257,新锐股份,金属制品
688059,华锐精密,金属制品
301377,鼎泰高科,金属制品
002342,巨力索具,金属制品
688355,明志科技,金属制品
300488,恒锋工具,金属制品
300828,锐新科技,金属制品
300885,海昌新材,金属制品
300780,德恩精工,金属制品
603400,华之杰,金属制品
603915,国茂股份,金属制品
603308,应流股份,金属制品
002552,宝鼎科技,金属制品
002795,永和智控,金属制品
300943,春晖智控,金属制品
000039,中集集团,金属制品
920223,荣亿精密,金属制品
002871,伟隆股份,金属制品
002132,恒星科技,金属制品
603278,大业股份,金属制品
001379,腾达科技,金属制品
600992,贵绳股份,金属制品
301255,通力科技,金属制品
301559,中集环科,金属制品
300985,致远新能,金属制品
002347,泰尔股份,金属制品
603270,金帝股份,金属制品
600592,龙溪股份,金属制品
301368,丰立智能,金属制品
603699,纽威股份,金属制品
920169,七丰精工,金属制品
603667,五洲新春,金属制品
600558,大西洋,金属制品
001306,夏厦精密,金属制品
300421,力星股份,金属制品
002026,山东威达,金属制品
601002,晋亿实业,金属制品
600114,东睦股份,金属制品
601177,杭齿前进,金属制品
688379,华光新材,金属制品
605100,华丰股份,金属制品
603969,银龙股份,金属制品
300946,恒而达,金属制品
301151,冠龙节能,金属制品
300402,宝色股份,金属制品
300838,浙江力诺,金属制品
002877,智能自控,金属制品
002164,宁波东力,金属制品
300817,双飞集团,金属制品
301261,恒工精密,金属制品
603028,赛福天,金属制品
002633,申科股份,金属制品
000777,中核科技,金属制品
300228,富瑞特装,金属制品
301137,哈焊华通,金属制品
301596,瑞迪智驱,金属制品
002931,锋龙股份,金属制品
600421,*ST华嵘,金属制品
002131,利欧股份,金属制品
920505,九菱科技,金属制品
301548,崇德科技,金属制品
920510,丰光精密,金属制品
920260,中寰股份,金属制品
300260,新莱应材,金属制品
920693,阿为特,金属制品
920002,万达轴承,金属制品
600860,京城股份,金属制品
300718,长盛轴承,金属制品
920943,优机股份,金属制品
920082,方正阀门,金属制品
002843,泰嘉股份,金属制品
920720,吉冈精密,金属制品
002514,宝馨科技,金属制品
002896,中大力德,金属制品
920679,前进科技,金属制品
002438,江苏神通,金属制品
301268,铭利达,金属制品
002150,正泰电源,金属制品
002445,中南文化,金属制品
301309,万得凯,金属制品
002302,西部建设,水泥制品
002205,国统股份,水泥制品
002398,垒知集团,水泥制品
002671,龙泉股份,水泥制品
603916,苏博特,水泥制品
003037,三和管桩,水泥制品
605122,四方新材,水泥制品
002596,海南瑞泽,水泥制品
603616,韩建河山,水泥制品
600808,马钢股份,板材
600126,杭钢股份,板材
601003,柳钢股份,板材
600282,南钢股份,板材
000761,本钢板材,板材
600019,宝钢股份,板材
000932,华菱钢铁,板材
000709,河钢股份,板材
600782,新钢股份,板材
600022,山东钢铁,板材
601005,重庆钢铁,板材
600569,安阳钢铁,板材
200761,本钢板Ｂ,板材
000898,鞍钢股份,板材
600010,包钢股份,板材
600307,酒钢宏兴,板材
600581,八一钢铁,板材
000959,首钢股份,板材
600487,亨通光电,通信设备
601869,长飞光纤,通信设备
002796,世嘉科技,通信设备
600345,长江通信,通信设备
600498,烽火通信,通信设备
600522,中天科技,通信设备
002281,光迅科技,通信设备
002491,通鼎互联,通信设备
002792,通宇通讯,通信设备
000586,汇源通信,通信设备
000070,特发信息,通信设备
600105,永鼎股份,通信设备
920640,富士达,通信设备
688387,信科移动-U,通信设备
300565,科信技术,通信设备
003031,中瓷电子,通信设备
301307,美利信,通信设备
688618,三旺通信,通信设备
002902,铭普光磁,通信设备
002313,日海智能,通信设备
300502,新易盛,通信设备
603083,剑桥科技,通信设备
300353,东土科技,通信设备
300548,长芯博创,通信设备
300414,中光防雷,通信设备
688668,鼎通科技,通信设备
920045,蘅东光,通信设备
600776,东方通信,通信设备
300205,*ST天喻,通信设备
688418,震有科技,通信设备
300628,亿联网络,通信设备
688143,长盈通,通信设备
300590,移为通信,通信设备
301202,朗威股份,通信设备
688182,灿勤科技,通信设备
300394,天孚通信,通信设备
300627,华测导航,通信设备
300913,兆龙互连,通信设备
300689,澄天伟业,通信设备
300213,佳讯飞鸿,通信设备
600198,大唐电信,通信设备
002194,武汉凡谷,通信设备
300615,欣天科技,通信设备
688283,坤恒顺维,通信设备
600775,南京熊猫,通信设备
300563,神宇股份,通信设备
300711,广哈通信,通信设备
002897,意华股份,通信设备
603118,共进股份,通信设备
002017,东信和平,通信设备
688027,国盾量子,通信设备
300710,万隆光电,通信设备
300698,万马科技,通信设备
